message,sentiment,origin,emotion
"i have a long scrolling page, and want to test if an element is 100px from the top, then apply a class elsewhere (until the next element in line is 100px from the top) if i could just get the basic statement i would be ecstatic, anything extra would be a bonus!",0,emothion_gold_standard,love
"it'll work, it is just incredibly annoying and spy-ware-esque.",-1,emothion_gold_standard,anger
"this switches on distinct locales only, not on a primary language value where the secondary value may be different. this should instead be switch (ctl & language_mask_primary) and ...",0,SentiCR,
excellent ! it works !,0,emothion_gold_standard,joy
"i'm integrating protobuf-net into our wcf services based solution but have ran into a snag that i can't figure out. the following class will serialize fine, all except for the objectid property. here's the class that's toying with me: i've tried multiple things with no luck. any thoughts would be greatly appreciated!",-1,emothion_gold_standard,anger
"i absolutely hate that this exists, but there it is:",-1,emothion_gold_standard,anger
"not a fan of createpopupmenu, it's huge and hard to read. reset columns i will do. i can be convinced of using cpm too.",-1,SentiCR,
this whole last block from line 187 to 191 could be simplified to return skipiflastmatched != null && skipiflastmatched && cache.lastmatched;,0,SentiCR,
"and here, end with a single ""},"", and the next line becomes ""}},"".",0,SentiCR,
"i personally hate this! commands should not go to a redirected file. i think your redirect options should be off, on, verbose - and only verbose should add commands",-1,SentiCR,
"great question! i also find myself a little lost in wpf because of the amount of flexibility it offers and have been looking for guidance in how to choose fonts, layout, spacing, colors, etc. i've had a hard time finding books or websites to improve my ui design skills, so i hope we find great answers here!",0,emothion_gold_standard,joy
"please don't do that. we manipulate datetimeutils.setcurrentmillisprovider to achieve what you want. check changeeditit for example: [1], methods annotated with @before and @after. * [1] test/java/com/google/gerrit/acceptance/edit/changeeditit.java#116",-1,SentiCR,
has anyone ever made a sharepoint lookup column that allows fill inn choices and does writeback to the list it does lookup from? what would it take to make such a column? if a 3.rd party solution is arround that would be realy great to :) cheers!,0,emothion_gold_standard,love
"using `settimeout(() => {}, 0)` as a workaround indicates poor design. fix the root cause instead of applying hacks.",-1,GPT,
value stored to 'offset' is never read (clang analyzer),0,SentiCR,
"would you happen to have another column in your table where you can group them as ""1 2 3 4"" , ""1 2 3 4"", etc?it would look something like this:1st column | second columna | 1b | 1c | 1d | 1a | 2b | 2c | 2d | 2if you order it by 2nd column, it will return 1 1 1 1 2 2 2 2. but since you have another column, you can do order by 1st column, 2nd column, and it will be 1 2 1 2 1 2 1 2.this ia ofcourse assuming that you have a field like 1st column. but given that you're looking at having them order like 1 2 3 4 1 2 3 4, there must be something in your other fields that can help you achieved that hope this helps!",0,emothion_gold_standard,joy
"i do not understand... i am not trying to fix the world now... all i need is to ask vdsm what is its id without having to deal with handling the /etc/vdsm/vdsm.id are the above valid to this task? the new code of vdsm-reg will call vdsm-tool vdsm-id --force and get id no matter if it is uuid or generated from anywhere else, this id is required for registration. if you then want to improve how it is 'generated' you are welcome to do so, it will not break the interface.",-1,SentiCR,
"not sure if it's on my end or zombie.js's, but i cannot seem to get this very simple zombie.js script to work on my backbone app. is it something entirely on my end, or is it a known issue that zombie.js doesn't play well with backbone apps? i'm also using pow ( to connect to the app through myapp.dev in case that is related. any advice or zombie.js examples with backbone would be extremely helpful!",0,emothion_gold_standard,love
